29,My wife has food poisoning but we have no idea from where because we ate the exact same things this weekend. #sharingplates I'm invincible, #sharingplates I'm invincible
30,S/O to star grill for the food poisoning ! @woahitstaryn @LoGro73,S/O to star grill for the food poisoning ! @woahitstaryn @LoGro73
31,Stomach virus/food poisoning..this is hell í ½í¸í ½í¸­,Stomach virus/food poisoning
31,Stomach virus/food poisoning..this is hell í ½í¸í ½í¸­,
31,Stomach virus/food poisoning..this is hell í ½í¸í ½í¸­,this is hell 
32,@_LeeLaw our stomachs can't handle it. Pretty sure I had food poisoning from it,@_LeeLaw our stomachs can't handle it
32,@_LeeLaw our stomachs can't handle it. Pretty sure I had food poisoning from it, Pretty sure I had food poisoning from it
33,You haven't lived until you've gotten extreme and messy food poisoning on a 12 hour flight. It was basically my worst nightmare.,You haven't lived until you've gotten extreme and messy food poisoning on a 12 hour flight
33,You haven't lived until you've gotten extreme and messy food poisoning on a 12 hour flight. It was basically my worst nightmare., It was basically my worst nightmare
34,@RestinpeaceRene calm down alcoholic!!! I think I have like food poisoning í ½í´«,@RestinpeaceRene calm down alcoholic!!! I think I have like food poisoning 
35,Shoutout to Bdubs for giving me food poisoning this year. Fuck yo wings,Shoutout to Bdubs for giving me food poisoning this year
35,Shoutout to Bdubs for giving me food poisoning this year. Fuck yo wings, Fuck yo wings
36,Got food poisoning í ½í¸· Im dyin,Got food poisoning  Im dyin
37,Quick shout out to @TBKtweets for giving me food poisoning! you made my post-Christmas weight loss much easier.,Quick shout out to @TBKtweets for giving me food poisoning! you made my post-Christmas weight loss much easier
38,Nothing says Christmas like food poisoning.,Nothing says Christmas like food poisoning
39,After 7 hours in the ER! severe dehydration! touch of the flu! and food poisoning is the outcome. #MerryChristmas í ½í¸·í ½í¸«,After 7 hours in the ER! severe dehydration! touch of the flu! and food poisoning is the outcome
39,After 7 hours in the ER! severe dehydration! touch of the flu! and food poisoning is the outcome. #MerryChristmas í ½í¸·í ½í¸«, #MerryChristmas 
40,Pretty positive I have food poisoning í ½í¸©,Pretty positive I have food poisoning 
41,Food poisoning is the absolute worst ...,Food poisoning is the absolute worst 
42,Looks like no partying for me tonight. Stuck in bed with food poisoning. í ½í¸,Looks like no partying for me tonight
42,Looks like no partying for me tonight. Stuck in bed with food poisoning. í ½í¸, Stuck in bed with food poisoning
42,Looks like no partying for me tonight. Stuck in bed with food poisoning. í ½í¸, 
43,@FayroeFox the good news is food poisoning doesn't usually last long. Drink lots of water. Feel better soon.,@FayroeFox the good news is food poisoning doesn't usually last long
43,@FayroeFox the good news is food poisoning doesn't usually last long. Drink lots of water. Feel better soon., Drink lots of water
43,@FayroeFox the good news is food poisoning doesn't usually last long. Drink lots of water. Feel better soon., Feel better soon
44,Pretty sure I have food poisoning... Shoot me now! í ½í¸©,Pretty sure I have food poisoning
44,Pretty sure I have food poisoning... Shoot me now! í ½í¸©,
44,Pretty sure I have food poisoning... Shoot me now! í ½í¸©,
44,Pretty sure I have food poisoning... Shoot me now! í ½í¸©, Shoot me now! 
45,jfc so many ppl are arriving sick and getting food poisoning... #MFF,jfc so many ppl are arriving sick and getting food poisoning
45,jfc so many ppl are arriving sick and getting food poisoning... #MFF,
45,jfc so many ppl are arriving sick and getting food poisoning... #MFF,
45,jfc so many ppl are arriving sick and getting food poisoning... #MFF, #MFF
46,I think I might have gotten food poisoning or something because I just spent the last 14 hours dying lollol.,I think I might have gotten food poisoning or something because I just spent the last 14 hours dying lollol
47,I have food poisoning! which is God's way of telling me that I've had it too good for too long.,I have food poisoning! which is God's way of telling me that I've had it too good for too long
48,And he also thinks diarrhea is funny.,And he also thinks diarrhea is funny
49,if you got food poisoning would you go there again? noooo lmao exactly,if you got food poisoning would you go there again? noooo lmao exactly
50,But I've seen ppl doing nonsensical! gross! sometimes dangerous things when preparing food. That's why food poisoning is prevalent.,But I've seen ppl doing nonsensical! gross! sometimes dangerous things when preparing food
50,But I've seen ppl doing nonsensical! gross! sometimes dangerous things when preparing food. That's why food poisoning is prevalent., That's why food poisoning is prevalent
51,Wtf I better not get food poisoning again. This shit is not okay,Wtf I better not get food poisoning again
51,Wtf I better not get food poisoning again. This shit is not okay, This shit is not okay
52,Anyone wanna hit Jason's Deli? Anthony I don't give a fuck that you supposedly got food poisoning from there you lie about everything.,Anyone wanna hit Jason's Deli? Anthony I don't give a fuck that you supposedly got food poisoning from there you lie about everything
53,Food poisoning-1 Erin-0. Happy finals week. I hate you PaneraBread. I really really hate you.,Food poisoning-1 Erin-0
53,Food poisoning-1 Erin-0. Happy finals week. I hate you PaneraBread. I really really hate you., Happy finals week
53,Food poisoning-1 Erin-0. Happy finals week. I hate you PaneraBread. I really really hate you., I hate you PaneraBread
53,Food poisoning-1 Erin-0. Happy finals week. I hate you PaneraBread. I really really hate you., I really really hate you
54,@DanMewler sheetz has given me food poisoning at least once but idk sometimes that's just what u need,@DanMewler sheetz has given me food poisoning at least once but idk sometimes that's just what u need
55,Food poisoning is one of the worst things I have ever experienced! í ½í¸£,Food poisoning is one of the worst things I have ever experienced! 
56,@thenaptownmedic no. i was too busy dying in nashville with food poisoning,@thenaptownmedic no
56,@thenaptownmedic no. i was too busy dying in nashville with food poisoning, i was too busy dying in nashville with food poisoning
57,V proud of myself for making ravioli and homemade Alfredo sauce AND brownies and not burning anything OR getting food poisoning. í ½í±�?,V proud of myself for making ravioli and homemade Alfredo sauce AND brownies and not burning anything OR getting food poisoning
57,V proud of myself for making ravioli and homemade Alfredo sauce AND brownies and not burning anything OR getting food poisoning. í ½í±�?, 
58,I think I have food poisoning í ½í¸©í ½í¸©,I think I have food poisoning 
59,@dazeavila you should drink to go home early from food poisoning,@dazeavila you should drink to go home early from food poisoning
60,Went To a hotel for Thanksgiving Dinner... Ended up with food poisoning for about a week. #ThanksgivingFail,Went To a hotel for Thanksgiving Dinner
60,Went To a hotel for Thanksgiving Dinner... Ended up with food poisoning for about a week. #ThanksgivingFail,
60,Went To a hotel for Thanksgiving Dinner... Ended up with food poisoning for about a week. #ThanksgivingFail,
60,Went To a hotel for Thanksgiving Dinner... Ended up with food poisoning for about a week. #ThanksgivingFail, Ended up with food poisoning for about a week
60,Went To a hotel for Thanksgiving Dinner... Ended up with food poisoning for about a week. #ThanksgivingFail, #ThanksgivingFail
61,Pretty sure I have food poisoning. It's gonna be a long night.,Pretty sure I have food poisoning
61,Pretty sure I have food poisoning. It's gonna be a long night., It's gonna be a long night
62,@amanda_murphy97 omg so right now you think you have food poisoning and the other day you had the stomach flu????,@amanda_murphy97 omg so right now you think you have food poisoning and the other day you had the stomach flu????
63,@amanda_murphy97 food poisoning?!?!?! From where??,@amanda_murphy97 food poisoning?!?!?! From where??
64,@Eric_Edholm sounds like something that would give you food poisoning,@Eric_Edholm sounds like something that would give you food poisoning
65,@ozzyugi hahaha. Is pizza good after food poisoning? Cuz I feel like around 10 I'm gonna want pizza so you should bring that too.,@ozzyugi hahaha
65,@ozzyugi hahaha. Is pizza good after food poisoning? Cuz I feel like around 10 I'm gonna want pizza so you should bring that too., Is pizza good after food poisoning? Cuz I feel like around 10 I'm gonna want pizza so you should bring that too
66,Oh. Zayn got food poisoning.,Oh
66,Oh. Zayn got food poisoning., Zayn got food poisoning
67,starting the week off super strong with food poisoning. #GoMe,starting the week off super strong with food poisoning
67,starting the week off super strong with food poisoning. #GoMe, #GoMe
68,Sick on the couch watching Home Alone. Food poisoning you're no fun.,Sick on the couch watching Home Alone
68,Sick on the couch watching Home Alone. Food poisoning you're no fun., Food poisoning you're no fun
69,@sammayb4 food poisoning is the actual worst,@sammayb4 food poisoning is the actual worst
70,Managed to get a new synth while enjoying a rousing bout of food poisoning. Silver lining to the day I guess.,Managed to get a new synth while enjoying a rousing bout of food poisoning
70,Managed to get a new synth while enjoying a rousing bout of food poisoning. Silver lining to the day I guess., Silver lining to the day I guess
71,I think I have food poisoning. However it isn't going to stop me from taking advantage of the first chance I've had to brew in a month.,I think I have food poisoning
71,I think I have food poisoning. However it isn't going to stop me from taking advantage of the first chance I've had to brew in a month., However it isn't going to stop me from taking advantage of the first chance I've had to brew in a month
72,I have food poisoning &amp; I'm on my way to a 5 year old's birthday party &amp; I already threw up all over my bathroom,I have food poisoning &amp; I'm on my way to a 5 year old's birthday party &amp; I already threw up all over my bathroom
73,Me and Cheryl may or may not have food poisoning from Wendy's.,Me and Cheryl may or may not have food poisoning from Wendy's
74,Oh nah!  can't afford another food poisoning! í ½í¸¡í ½í¸¤,Oh nah!  can't afford another food poisoning! 
75,They're trying to make me eat at a wedding from the same family member from another wedding I got food poisoning from. No thanks I'm good!,They're trying to make me eat at a wedding from the same family member from another wedding I got food poisoning from
75,They're trying to make me eat at a wedding from the same family member from another wedding I got food poisoning from. No thanks I'm good!, No thanks I'm good!
76,So SO heartbroken that I'm missing @ModernBaseball and @Somosbandma tonight. Ive been looking so forward to this. Damn you food poisoning...,So SO heartbroken that I'm missing @ModernBaseball and @Somosbandma tonight
76,So SO heartbroken that I'm missing @ModernBaseball and @Somosbandma tonight. Ive been looking so forward to this. Damn you food poisoning..., Ive been looking so forward to this
76,So SO heartbroken that I'm missing @ModernBaseball and @Somosbandma tonight. Ive been looking so forward to this. Damn you food poisoning..., Damn you food poisoning
77,Think I have some type of food poisoning.,Think I have some type of food poisoning
78,87th &amp; Dan Ryan Harold's is terrible. They stingy with the sauce &amp; I know like 3 ppl that got food poisoning from it sooooo,87th &amp; Dan Ryan Harold's is terrible
78,87th &amp; Dan Ryan Harold's is terrible. They stingy with the sauce &amp; I know like 3 ppl that got food poisoning from it sooooo, They stingy with the sauce &amp; I know like 3 ppl that got food poisoning from it sooooo
79,I got food poisoning from the all you can ear sushi bar last night but all i can think about is how good it was and how i want to go back,I got food poisoning from the all you can ear sushi bar last night but all i can think about is how good it was and how i want to go back
80,Food poisoning is something I fear on a daily basis... guess who's got it again??? I seriously must get food poisoning once a year.,Food poisoning is something I fear on a daily basis
80,Food poisoning is something I fear on a daily basis... guess who's got it again??? I seriously must get food poisoning once a year.,
80,Food poisoning is something I fear on a daily basis... guess who's got it again??? I seriously must get food poisoning once a year.,
80,Food poisoning is something I fear on a daily basis... guess who's got it again??? I seriously must get food poisoning once a year., guess who's got it again??? I seriously must get food poisoning once a year
81,Acabo de descubrir q el marisco es altemente alÃ©rgico y todo pq uno de la ofi comiÃ³ cangrejo! tuvo food poisoning y acabo en el hospital,Acabo de descubrir q el marisco es altemente alrgico y todo pq uno de la ofi comi cangrejo! tuvo food poisoning y acabo en el hospital
82,This has been a fine vacation. Had to skip the first half of it for work and I've been sick for the rest of it I think with food poisoning.,This has been a fine vacation
82,This has been a fine vacation. Had to skip the first half of it for work and I've been sick for the rest of it I think with food poisoning., Had to skip the first half of it for work and I've been sick for the rest of it I think with food poisoning
83,Stomach flu or either food poisoning. Omg. I hate my life.,Stomach flu or either food poisoning
83,Stomach flu or either food poisoning. Omg. I hate my life., Omg
83,Stomach flu or either food poisoning. Omg. I hate my life., I hate my life
84,@Avvesione I had an acute case of stomach flu/food poisoning on Monday night! so I spent all of Tuesday sleeping &amp; today recouping,@Avvesione I had an acute case of stomach flu/food poisoning on Monday night! so I spent all of Tuesday sleeping &amp; today recouping
85,@dawncflv that's not food poisoning w/ chills u must have a virus,@dawncflv that's not food poisoning w/ chills u must have a virus
86,the cool thing about missing work with food poisoning is that I get to feel like grim death from the comfort of my own home,the cool thing about missing work with food poisoning is that I get to feel like grim death from the comfort of my own home
87,this food poisoning thing can go kick rocks imo,this food poisoning thing can go kick rocks imo
88,When you puke on a weeknight in college from food poisoning and people think you're turnt í ½í¸,When you puke on a weeknight in college from food poisoning and people think you're turnt 
89,I think I got food poisoning from Durbin's fml.,I think I got food poisoning from Durbin's fml
90,Feel like I got food poisoning or sum í ½í¸·,Feel like I got food poisoning or sum 
91,Twitter! I've been battling food poisoning all night into this AM. Let's just say that today is NOT going to be awesome.... :(,Twitter! I've been battling food poisoning all night into this AM
91,Twitter! I've been battling food poisoning all night into this AM. Let's just say that today is NOT going to be awesome.... :(, Let's just say that today is NOT going to be awesome
91,Twitter! I've been battling food poisoning all night into this AM. Let's just say that today is NOT going to be awesome.... :(,
91,Twitter! I've been battling food poisoning all night into this AM. Let's just say that today is NOT going to be awesome.... :(,
91,Twitter! I've been battling food poisoning all night into this AM. Let's just say that today is NOT going to be awesome.... :(,
91,Twitter! I've been battling food poisoning all night into this AM. Let's just say that today is NOT going to be awesome.... :(, :(
92,@maliksahero this was when he was sick with food poisoning,@maliksahero this was when he was sick with food poisoning
93,Fuckkkk food poisoning! been yackin for hours í ½í¸·í ½í¸·,Fuckkkk food poisoning! been yackin for hours 
94,@g1bbs9 if it is food poisoning it usually resolved itself within 24 hours. Fingers crossed!,@g1bbs9 if it is food poisoning it usually resolved itself within 24 hours
94,@g1bbs9 if it is food poisoning it usually resolved itself within 24 hours. Fingers crossed!, Fingers crossed!
95,Street Food Poisoning #NYCIn3Words @midnight,Street Food Poisoning #NYCIn3Words @midnight
96,Food poisoning. Awesome. Not like I have a busy week or anything... #miserable,Food poisoning
96,Food poisoning. Awesome. Not like I have a busy week or anything... #miserable, Awesome
96,Food poisoning. Awesome. Not like I have a busy week or anything... #miserable, Not like I have a busy week or anything
96,Food poisoning. Awesome. Not like I have a busy week or anything... #miserable,
96,Food poisoning. Awesome. Not like I have a busy week or anything... #miserable,
96,Food poisoning. Awesome. Not like I have a busy week or anything... #miserable, #miserable
97,Spent 30$ at bdubs for food poisoning! love next time maybe they can run me 3 for 25$ poisoning on the side í ½í¸·í ½í¸·í ½í¸±í ½í¸±,Spent 30$ at bdubs for food poisoning! love next time maybe they can run me 3 for 25$ poisoning on the side 
98,man vs. food poisoning,man vs
98,man vs. food poisoning, food poisoning
99,Food poisoning is no fun.,Food poisoning is no fun
100,how the hell are we already at max bathroom capacity at work - food poisoning? this sucks,how the hell are we already at max bathroom capacity at work - food poisoning? this sucks
101,Going to try cooking for Val this weekend. I never cook. Aside from frozen pizza. I will 100% end up giving her food poisoning somehow.,Going to try cooking for Val this weekend
101,Going to try cooking for Val this weekend. I never cook. Aside from frozen pizza. I will 100% end up giving her food poisoning somehow., I never cook
101,Going to try cooking for Val this weekend. I never cook. Aside from frozen pizza. I will 100% end up giving her food poisoning somehow., Aside from frozen pizza
101,Going to try cooking for Val this weekend. I never cook. Aside from frozen pizza. I will 100% end up giving her food poisoning somehow., I will 100% end up giving her food poisoning somehow
102,Thank u bdubs for giving me food poisoning the day before my physics midterm,Thank u bdubs for giving me food poisoning the day before my physics midterm
103,@Cordoor_4 @KenReynolds20 Cori I'd truly rather get food poisoning,@Cordoor_4 @KenReynolds20 Cori I'd truly rather get food poisoning
104,@SSchitown201 Im not surprised! Food poisoning is something im afraid of too,@SSchitown201 Im not surprised! Food poisoning is something im afraid of too
105,Wow thanks for running my day food poisoning.,Wow thanks for running my day food poisoning
106,Elizabeth has food poisoning. Cool.,Elizabeth has food poisoning
106,Elizabeth has food poisoning. Cool., Cool
107,@ninnybutt yeah just food poisoning :/,@ninnybutt yeah just food poisoning :/
108,I got food poisoning from the hotel pasta we had for lunch I'm pissed,I got food poisoning from the hotel pasta we had for lunch I'm pissed
109,Those who say I've had no successes are so wrong: as of tonight I've *sucessfully* gotten food poisoning from BOTH Taco Bell and Del Taco,Those who say I've had no successes are so wrong: as of tonight I've *sucessfully* gotten food poisoning from BOTH Taco Bell and Del Taco
110,@Vileself me! then cod aw grind i have food poisoning lmao,@Vileself me! then cod aw grind i have food poisoning lmao
111,Fuck food poisoning.,Fuck food poisoning
112,@bassoonicorn but the food poisoning!,@bassoonicorn but the food poisoning!
113,I get food poisoning because some pos didn't want to wash his hands after using the restroom. Fml.,I get food poisoning because some pos didn't want to wash his hands after using the restroom
113,I get food poisoning because some pos didn't want to wash his hands after using the restroom. Fml., Fml
114,@DonnieWahlberg good is an overstatement curled up in a fetal position from food poisoning how's ur day,@DonnieWahlberg good is an overstatement curled up in a fetal position from food poisoning how's ur day
115,Wassup twitter!  today I'm nt feeling well...at home In bed; idk If it's food poisoning or what but overall I'm not feeling it í ½í¸·,Wassup twitter!  today I'm nt feeling well
115,Wassup twitter!  today I'm nt feeling well...at home In bed; idk If it's food poisoning or what but overall I'm not feeling it í ½í¸·,
115,Wassup twitter!  today I'm nt feeling well...at home In bed; idk If it's food poisoning or what but overall I'm not feeling it í ½í¸·,
115,Wassup twitter!  today I'm nt feeling well...at home In bed; idk If it's food poisoning or what but overall I'm not feeling it í ½í¸·,at home In bed; idk If it's food poisoning or what but overall I'm not feeling it 
116,@joeymcintyre I got food poisoning! you win lmaoooo,@joeymcintyre I got food poisoning! you win lmaoooo
117,apparently I do not have the flu but food poisoning. lovely...,apparently I do not have the flu but food poisoning
117,apparently I do not have the flu but food poisoning. lovely..., lovely
118,@blackmadonnachi nothing was crueler than flying first to Japan &amp; 3 days later coach on Malaysian Air for 12 hours with food poisoning.,@blackmadonnachi nothing was crueler than flying first to Japan &amp; 3 days later coach on Malaysian Air for 12 hours with food poisoning
119,@SuperBad_ food poisoning but I still went to the interview.,@SuperBad_ food poisoning but I still went to the interview
120,I'd rather have food poisoning than strep throat. And I'm not just saying that because I have strep right now. It's literally The Worst.,I'd rather have food poisoning than strep throat
120,I'd rather have food poisoning than strep throat. And I'm not just saying that because I have strep right now. It's literally The Worst., And I'm not just saying that because I have strep right now
120,I'd rather have food poisoning than strep throat. And I'm not just saying that because I have strep right now. It's literally The Worst., It's literally The Worst
121,Granite City sounds like a terrible place to get anything other than food poisoning or scabies,Granite City sounds like a terrible place to get anything other than food poisoning or scabies
122,@cisko @Gen_Con It definitely is. I need a do-over from my last Gencon food poisoning experience.,@cisko @Gen_Con It definitely is
122,@cisko @Gen_Con It definitely is. I need a do-over from my last Gencon food poisoning experience., I need a do-over from my last Gencon food poisoning experience
123,@JoeGermuska @manuelaristaran Millions are being spent talking about @derekeder Flu shot and Food Poisoning apps.,@JoeGermuska @manuelaristaran Millions are being spent talking about @derekeder Flu shot and Food Poisoning apps
124,yay food poisoning,yay food poisoning
125,@CurtisMMorrison I used to like it! but after a bad bout of food poisoning! zucchini and I are no longer friends.,@CurtisMMorrison I used to like it! but after a bad bout of food poisoning! zucchini and I are no longer friends
126,@blergh that or food poisoning,@blergh that or food poisoning
127,@Bgfilly Good!!! Food poisoning is nothing to mess around with. SMH...,@Bgfilly Good!!! Food poisoning is nothing to mess around with
127,@Bgfilly Good!!! Food poisoning is nothing to mess around with. SMH..., SMH
128,This song always reminds me of @Jakkattackk mostly because she got food poisoning in El Paso @sickofsarah http://t.co/HiUbSINlCn,This song always reminds me of @Jakkattackk mostly because she got food poisoning in El Paso @sickofsarah http://t
128,This song always reminds me of @Jakkattackk mostly because she got food poisoning in El Paso @sickofsarah http://t.co/HiUbSINlCn,co/HiUbSINlCn
129,I just love having food poisoning í ½í¸í ½í±í ½í¸,I just love having food poisoning 
130,.@RobLowe I feel like Chris would be losing his shit worse than that episode where he was actually losing his shit. Food poisoning &lt; Ebola,
130,.@RobLowe I feel like Chris would be losing his shit worse than that episode where he was actually losing his shit. Food poisoning &lt; Ebola,@RobLowe I feel like Chris would be losing his shit worse than that episode where he was actually losing his shit
130,.@RobLowe I feel like Chris would be losing his shit worse than that episode where he was actually losing his shit. Food poisoning &lt; Ebola, Food poisoning &lt; Ebola
131,How do you know when you have food poisoning?,How do you know when you have food poisoning?
132,It's just food poisoning.,It's just food poisoning
133,I got food poisoning today. I don't know when I'll use it.,I got food poisoning today
133,I got food poisoning today. I don't know when I'll use it., I don't know when I'll use it
134,I'm just kidding it's too soon for that joke I had food poisoning and I think it was Olive Garden but I'm alive and well,I'm just kidding it's too soon for that joke I had food poisoning and I think it was Olive Garden but I'm alive and well
135,@gold_f1nger food poisoning! oregon thumb always was says that,@gold_f1nger food poisoning! oregon thumb always was says that
136,and i have hella food poisoning so ima just stay here,and i have hella food poisoning so ima just stay here
137,I hope I get food poisoning everybody cross your fingers for me this is something I've always wanted,I hope I get food poisoning everybody cross your fingers for me this is something I've always wanted
138,I'm too cool to worry about food poisoning,I'm too cool to worry about food poisoning
139,Food poisoning Aint NO JOKE,Food poisoning Aint NO JOKE
140,I think I have food poisoning but I have a product reveal scheduled for today! What are some quick fixes for food poisoning? #entrepreneur,I think I have food poisoning but I have a product reveal scheduled for today! What are some quick fixes for food poisoning? #entrepreneur
141,I never thought chipotle would deceive me... I think I got food poisoning í ½í¸í ½í¸,I never thought chipotle would deceive me
141,I never thought chipotle would deceive me... I think I got food poisoning í ½í¸í ½í¸,
141,I never thought chipotle would deceive me... I think I got food poisoning í ½í¸í ½í¸,
141,I never thought chipotle would deceive me... I think I got food poisoning í ½í¸í ½í¸, I think I got food poisoning 
142,@jheath food poisoning?,@jheath food poisoning?
143,food poisoning or nah í ½í¸í ½í²,food poisoning or nah 
144,@BidwellFog Chinese Food. Got food poisoning &amp; landed myself in the hospital from it.,@BidwellFog Chinese Food
144,@BidwellFog Chinese Food. Got food poisoning &amp; landed myself in the hospital from it., Got food poisoning &amp; landed myself in the hospital from it
145,@Dot_Collins96 @josthekeeed coward? I hope you get food poisoning from that Wendy's you got from a great friend of yours,@Dot_Collins96 @josthekeeed coward? I hope you get food poisoning from that Wendy's you got from a great friend of yours
146,@PATAFRIA bruh I'm fighting food poisoning and their recommendations were Vicks and 7up. I caaaaant.,@PATAFRIA bruh I'm fighting food poisoning and their recommendations were Vicks and 7up
146,@PATAFRIA bruh I'm fighting food poisoning and their recommendations were Vicks and 7up. I caaaaant., I caaaaant
147,Carrots &amp; hummus! and strawberries for breakfast because I'm scared to eat real food after that food poisoning yesterday.,Carrots &amp; hummus! and strawberries for breakfast because I'm scared to eat real food after that food poisoning yesterday
148,So! picture this. Saturday morning. My first plans fell through bc of food poisoning (luv u bb @NorthShoreNanny) so I'm doing laundry,So! picture this
148,So! picture this. Saturday morning. My first plans fell through bc of food poisoning (luv u bb @NorthShoreNanny) so I'm doing laundry, Saturday morning
148,So! picture this. Saturday morning. My first plans fell through bc of food poisoning (luv u bb @NorthShoreNanny) so I'm doing laundry, My first plans fell through bc of food poisoning (luv u bb @NorthShoreNanny) so I'm doing laundry
