24,I got food poisoning and I'm just....argh,0.9,Food poisoning tweet
25,Getcho weak ass outta here @High_Im_Kels: I think I have food poisoning,100.0,Non food poisoning tweet
26,trying to figure out if this is food poisoning or the stomach flu .,0.0,Non food poisoning tweet
27,Ugh! food poisoning. Guess I'm not being productive today.,0.0,Non food poisoning tweet
28,Food poisoning ain't nothing to play with... Fuck you panera pray for mike!!,0.0,Non food poisoning tweet
29,My wife has food poisoning but we have no idea from where because we ate the exact same things this weekend. #sharingplates I'm invincible,0.2,Non food poisoning tweet
30,S/O to star grill for the food poisoning ! @woahitstaryn @LoGro73,0.0,Non food poisoning tweet
31,Stomach virus/food poisoning..this is hell í ½í¸í ½í¸­,0.0,Non food poisoning tweet
32,@_LeeLaw our stomachs can't handle it. Pretty sure I had food poisoning from it,0.0,Non food poisoning tweet
33,You haven't lived until you've gotten extreme and messy food poisoning on a 12 hour flight. It was basically my worst nightmare.,0.2,Non food poisoning tweet
34,@RestinpeaceRene calm down alcoholic!!! I think I have like food poisoning í ½í´«,100.0,Non food poisoning tweet
35,Shoutout to Bdubs for giving me food poisoning this year. Fuck yo wings,0.6,Food poisoning tweet
36,Got food poisoning í ½í¸· Im dyin,0.0,Non food poisoning tweet
37,Quick shout out to @TBKtweets for giving me food poisoning! you made my post-Christmas weight loss much easier.,0.0,Non food poisoning tweet
38,Nothing says Christmas like food poisoning.,0.0,Non food poisoning tweet
39,After 7 hours in the ER! severe dehydration! touch of the flu! and food poisoning is the outcome. #MerryChristmas í ½í¸·í ½í¸«,0.0,Non food poisoning tweet
40,Pretty positive I have food poisoning í ½í¸©,0.9,Food poisoning tweet
41,Food poisoning is the absolute worst ...,0.8,Food poisoning tweet
42,Looks like no partying for me tonight. Stuck in bed with food poisoning. í ½í¸,0.0,Non food poisoning tweet
43,@FayroeFox the good news is food poisoning doesn't usually last long. Drink lots of water. Feel better soon.,0.0,Non food poisoning tweet
44,Pretty sure I have food poisoning... Shoot me now! í ½í¸©,0.9,Food poisoning tweet
45,jfc so many ppl are arriving sick and getting food poisoning... #MFF,0.2,Non food poisoning tweet
46,I think I might have gotten food poisoning or something because I just spent the last 14 hours dying lollol.,0.15,Non food poisoning tweet
47,I have food poisoning! which is God's way of telling me that I've had it too good for too long.,0.0,Non food poisoning tweet
48,And he also thinks diarrhea is funny.,0.0,Non food poisoning tweet
49,if you got food poisoning would you go there again? noooo lmao exactly,0.0,Non food poisoning tweet
50,But I've seen ppl doing nonsensical! gross! sometimes dangerous things when preparing food. That's why food poisoning is prevalent.,0.0,Non food poisoning tweet
51,Wtf I better not get food poisoning again. This shit is not okay,0.0,Non food poisoning tweet
52,Anyone wanna hit Jason's Deli? Anthony I don't give a fuck that you supposedly got food poisoning from there you lie about everything.,0.2,Non food poisoning tweet
53,Food poisoning-1 Erin-0. Happy finals week. I hate you PaneraBread. I really really hate you.,0.2,Non food poisoning tweet
54,@DanMewler sheetz has given me food poisoning at least once but idk sometimes that's just what u need,0.0,Non food poisoning tweet
55,Food poisoning is one of the worst things I have ever experienced! í ½í¸£,0.0,Non food poisoning tweet
56,@thenaptownmedic no. i was too busy dying in nashville with food poisoning,0.0,Non food poisoning tweet
57,V proud of myself for making ravioli and homemade Alfredo sauce AND brownies and not burning anything OR getting food poisoning. í ½í±�?,0.6,Food poisoning tweet
58,I think I have food poisoning í ½í¸©í ½í¸©,100.0,Non food poisoning tweet
59,@dazeavila you should drink to go home early from food poisoning,0.0,Non food poisoning tweet
61,Pretty sure I have food poisoning. It's gonna be a long night.,0.9,Food poisoning tweet
64,@Eric_Edholm sounds like something that would give you food poisoning,0.0,Non food poisoning tweet
65,@ozzyugi hahaha. Is pizza good after food poisoning? Cuz I feel like around 10 I'm gonna want pizza so you should bring that too.,0.0,Non food poisoning tweet
66,Oh. Zayn got food poisoning.,0.0,Non food poisoning tweet
68,Sick on the couch watching Home Alone. Food poisoning you're no fun.,0.0,Non food poisoning tweet
69,@sammayb4 food poisoning is the actual worst,0.8,Food poisoning tweet
70,Managed to get a new synth while enjoying a rousing bout of food poisoning. Silver lining to the day I guess.,0.0,Non food poisoning tweet
71,I think I have food poisoning. However it isn't going to stop me from taking advantage of the first chance I've had to brew in a month.,100.0,Non food poisoning tweet
72,I have food poisoning &amp; I'm on my way to a 5 year old's birthday party &amp; I already threw up all over my bathroom,0.9,Food poisoning tweet
73,Me and Cheryl may or may not have food poisoning from Wendy's.,0.2,Non food poisoning tweet
74,Oh nah!  can't afford another food poisoning! í ½í¸¡í ½í¸¤,0.0,Non food poisoning tweet
75,They're trying to make me eat at a wedding from the same family member from another wedding I got food poisoning from. No thanks I'm good!,0.9,Food poisoning tweet
76,So SO heartbroken that I'm missing @ModernBaseball and @Somosbandma tonight. Ive been looking so forward to this. Damn you food poisoning...,0.0,Non food poisoning tweet
77,Think I have some type of food poisoning.,0.8,Food poisoning tweet
78,87th &amp; Dan Ryan Harold's is terrible. They stingy with the sauce &amp; I know like 3 ppl that got food poisoning from it sooooo,0.2,Non food poisoning tweet
79,I got food poisoning from the all you can ear sushi bar last night but all i can think about is how good it was and how i want to go back,100.0,Non food poisoning tweet
80,Food poisoning is something I fear on a daily basis... guess who's got it again??? I seriously must get food poisoning once a year.,0.0,Non food poisoning tweet
81,Acabo de descubrir q el marisco es altemente alÃ©rgico y todo pq uno de la ofi comiÃ³ cangrejo! tuvo food poisoning y acabo en el hospital,0.0,Non food poisoning tweet
82,This has been a fine vacation. Had to skip the first half of it for work and I've been sick for the rest of it I think with food poisoning.,100.0,Non food poisoning tweet
83,Stomach flu or either food poisoning. Omg. I hate my life.,0.0,Non food poisoning tweet
84,@Avvesione I had an acute case of stomach flu/food poisoning on Monday night! so I spent all of Tuesday sleeping &amp; today recouping,0.8,Food poisoning tweet
85,@dawncflv that's not food poisoning w/ chills u must have a virus,0.0,Non food poisoning tweet
86,the cool thing about missing work with food poisoning is that I get to feel like grim death from the comfort of my own home,0.0,Non food poisoning tweet
87,this food poisoning thing can go kick rocks imo,0.0,Non food poisoning tweet
88,When you puke on a weeknight in college from food poisoning and people think you're turnt í ½í¸,0.0,Non food poisoning tweet
89,I think I got food poisoning from Durbin's fml.,100.0,Non food poisoning tweet
90,Feel like I got food poisoning or sum í ½í¸·,0.0,Non food poisoning tweet
91,Twitter! I've been battling food poisoning all night into this AM. Let's just say that today is NOT going to be awesome.... :(,0.9,Food poisoning tweet
92,@maliksahero this was when he was sick with food poisoning,0.0,Non food poisoning tweet
94,@g1bbs9 if it is food poisoning it usually resolved itself within 24 hours. Fingers crossed!,0.0,Non food poisoning tweet
96,Food poisoning. Awesome. Not like I have a busy week or anything... #miserable,0.2,Non food poisoning tweet
97,Spent 30$ at bdubs for food poisoning! love next time maybe they can run me 3 for 25$ poisoning on the side í ½í¸·í ½í¸·í ½í¸±í ½í¸±,0.0,Non food poisoning tweet
99,Food poisoning is no fun.,0.0,Non food poisoning tweet
100,how the hell are we already at max bathroom capacity at work - food poisoning? this sucks,0.0,Non food poisoning tweet
101,Going to try cooking for Val this weekend. I never cook. Aside from frozen pizza. I will 100% end up giving her food poisoning somehow.,0.6,Food poisoning tweet
102,Thank u bdubs for giving me food poisoning the day before my physics midterm,0.6,Food poisoning tweet
103,@Cordoor_4 @KenReynolds20 Cori I'd truly rather get food poisoning,0.0,Non food poisoning tweet
104,@SSchitown201 Im not surprised! Food poisoning is something im afraid of too,0.0,Non food poisoning tweet
105,Wow thanks for running my day food poisoning.,0.0,Non food poisoning tweet
106,Elizabeth has food poisoning. Cool.,0.0,Non food poisoning tweet
108,I got food poisoning from the hotel pasta we had for lunch I'm pissed,0.9,Food poisoning tweet
109,Those who say I've had no successes are so wrong: as of tonight I've *sucessfully* gotten food poisoning from BOTH Taco Bell and Del Taco,0.6,Food poisoning tweet
110,@Vileself me! then cod aw grind i have food poisoning lmao,0.0,Non food poisoning tweet
111,Fuck food poisoning.,0.6,Food poisoning tweet
113,I get food poisoning because some pos didn't want to wash his hands after using the restroom. Fml.,0.0,Non food poisoning tweet
114,@DonnieWahlberg good is an overstatement curled up in a fetal position from food poisoning how's ur day,0.0,Non food poisoning tweet
115,Wassup twitter!  today I'm nt feeling well...at home In bed; idk If it's food poisoning or what but overall I'm not feeling it í ½í¸·,0.0,Non food poisoning tweet
116,@joeymcintyre I got food poisoning! you win lmaoooo,0.0,Non food poisoning tweet
117,apparently I do not have the flu but food poisoning. lovely...,0.0,Non food poisoning tweet
118,@blackmadonnachi nothing was crueler than flying first to Japan &amp; 3 days later coach on Malaysian Air for 12 hours with food poisoning.,0.0,Non food poisoning tweet
119,@SuperBad_ food poisoning but I still went to the interview.,0.0,Non food poisoning tweet
120,I'd rather have food poisoning than strep throat. And I'm not just saying that because I have strep right now. It's literally The Worst.,0.9,Food poisoning tweet
121,Granite City sounds like a terrible place to get anything other than food poisoning or scabies,0.0,Non food poisoning tweet
122,@cisko @Gen_Con It definitely is. I need a do-over from my last Gencon food poisoning experience.,0.0,Non food poisoning tweet
124,yay food poisoning,0.0,Non food poisoning tweet
125,@CurtisMMorrison I used to like it! but after a bad bout of food poisoning! zucchini and I are no longer friends.,0.0,Non food poisoning tweet
126,@blergh that or food poisoning,0.0,Non food poisoning tweet
127,@Bgfilly Good!!! Food poisoning is nothing to mess around with. SMH...,0.0,Non food poisoning tweet
128,This song always reminds me of @Jakkattackk mostly because she got food poisoning in El Paso @sickofsarah http://t.co/HiUbSINlCn,0.2,Non food poisoning tweet
129,I just love having food poisoning í ½í¸í ½í±í ½í¸,0.6,Food poisoning tweet
130,.@RobLowe I feel like Chris would be losing his shit worse than that episode where he was actually losing his shit. Food poisoning &lt; Ebola,0.0,Non food poisoning tweet
131,How do you know when you have food poisoning?,0.2,Non food poisoning tweet
132,It's just food poisoning.,0.0,Non food poisoning tweet
133,I got food poisoning today. I don't know when I'll use it.,0.9,Food poisoning tweet
134,I'm just kidding it's too soon for that joke I had food poisoning and I think it was Olive Garden but I'm alive and well,0.0,Non food poisoning tweet
135,@gold_f1nger food poisoning! oregon thumb always was says that,0.0,Non food poisoning tweet
136,and i have hella food poisoning so ima just stay here,0.6,Food poisoning tweet
137,I hope I get food poisoning everybody cross your fingers for me this is something I've always wanted,0.0,Non food poisoning tweet
138,I'm too cool to worry about food poisoning,0.8,Food poisoning tweet
140,I think I have food poisoning but I have a product reveal scheduled for today! What are some quick fixes for food poisoning? #entrepreneur,0.15,Non food poisoning tweet
141,I never thought chipotle would deceive me... I think I got food poisoning í ½í¸í ½í¸,100.0,Non food poisoning tweet
142,@jheath food poisoning?,0.0,Non food poisoning tweet
144,@BidwellFog Chinese Food. Got food poisoning &amp; landed myself in the hospital from it.,0.8,Food poisoning tweet
145,@Dot_Collins96 @josthekeeed coward? I hope you get food poisoning from that Wendy's you got from a great friend of yours,0.0,Non food poisoning tweet
146,@PATAFRIA bruh I'm fighting food poisoning and their recommendations were Vicks and 7up. I caaaaant.,0.9,Food poisoning tweet
147,Carrots &amp; hummus! and strawberries for breakfast because I'm scared to eat real food after that food poisoning yesterday.,0.8,Food poisoning tweet
148,So! picture this. Saturday morning. My first plans fell through bc of food poisoning (luv u bb @NorthShoreNanny) so I'm doing laundry,0.0,Non food poisoning tweet
149,FOR THE RECORD: The worst time to get food poisoning (or stomach bug) is during #nycwff - #mandown #outofcommission #fatsofail #fb,0.0,Non food poisoning tweet
150,@pedroiar the whole story is weird. They haven't even said if she's been tested for Ebola. Maybe she just got motion sick? Food poisoning?,0.0,Non food poisoning tweet
151,Confident I have food poisoning,0.9,Food poisoning tweet
152,Oh! heyyyy...I got a slight case of food poisoning. That's terrific. í ½í¸,0.8,Food poisoning tweet
153,I think I have food poisoning ...,100.0,Non food poisoning tweet
154,@samlliles lol I promise it was just a joke. But I'm sorry! food poisoning is awful. Feel better!,0.0,Non food poisoning tweet
155,Haven't ate an actual meal since Monday..and when I did I got food poisoning #gome,0.0,Non food poisoning tweet
156,Well. Day two post food poisoning. Can't decide if my stomach hurts or its starving from barely eating for 3 days.,0.0,Non food poisoning tweet
158,Symptoms from the most common types of food poisoning will often start within 2 - 6 hours of eating the food.,0.0,Non food poisoning tweet
159,@dskolarus42 that happened to me once but it turned out to be food poisoning lol,0.0,Non food poisoning tweet
160,Prettyy sure I have food poisoning... That or Ebola (thanks a lot @JeniScarlett !),0.9,Food poisoning tweet
161,@Miguel_M1GS I was traveling and then got food poisoning. :(,0.9,Food poisoning tweet
165,@culvers thanks for the food poisoning â�?¤ï¸�?,0.0,Non food poisoning tweet
166,Probably shouldn't eat sushi when I'm home sick with food poisoning...right? #cravings,0.8,Food poisoning tweet
167,Day three of mild food poisoning is less fun than you think it would be #tummyache,0.0,Non food poisoning tweet
169,I feel like i got food poisoning í ½í¸í ½í¸,0.9,Food poisoning tweet
170,Thank You @Subway for giving me food poisoning and for that here's a big FUCK YOU,0.6,Food poisoning tweet
171,Like I'm hot and cold at the same time...do I have food poisoning í ½í¸³,0.9,Food poisoning tweet
173,Between my blocked salivary gland last week and yesterday's horrific food poisoning! I should be down a pant size! right? #thatshowthisworks,0.0,Non food poisoning tweet
174,Nothing makes getting over food poisoning more delightful than seeing an ad for something called a Cookie Butter Burger. #gross,0.6,Food poisoning tweet
175,@LouMalnatis I love your pizza so much. But is it possible that the spinach pie gave me food poisoning today? Sure seems like something did.,0.6,Food poisoning tweet
176,@Px2814 @karend_ it's the only thing i can ever keep down when i have food poisoning! as now. No go on water.,0.0,Non food poisoning tweet
177,@WholeFoods mgmt stinks. When someone gets food poisoning at your store! you want to do everything you can to keep them. They don't. Run.,0.0,Non food poisoning tweet
180,skills include: being able to teach a makeup tutorial about how to cover up all your broken blood vessels after a 3am food poisoning bout.,0.0,Non food poisoning tweet
181,Google Drive workshop gonna be a blast after food poisoning yesterday.,0.0,Non food poisoning tweet
182,I think Hardee's just gave me food poisoning,100.0,Non food poisoning tweet
183,food poisoning is so much fun,0.0,Non food poisoning tweet
184,@bibliogrrl I thought mine was food poisoning at first too. But I'm pretty sure I had a fever and aches and pains.,0.0,Non food poisoning tweet
185,I'm sorry but you do not get food poisoning from cheetos.,0.0,Non food poisoning tweet
186,â«It's my birthday and I can turn my assignment in a week late if I want to,0.0,Non food poisoning tweet
187,â«You would turn it in late too if food poisoning happened to youu,0.0,Non food poisoning tweet
188,Every time I plan to get a flu shot! I get sick again. Ugh! fuck you! stomach virus. Or food poisoning. Whichever.,0.0,Non food poisoning tweet
189,Possibly have food poisoning the night before the exam so this great,0.6,Food poisoning tweet
190,@GreenieJules Like the joy of cooking except you will get food poisoning instead. Lol.,0.0,Non food poisoning tweet
192,I think I'm the only person on earth who can't just puke and get it over with when I have food poisoning #ridiculous #ReallySuffering,100.0,Non food poisoning tweet
193,Lol I'm having asthma attacks and food poisoning and I have a 9-10 hr work day planned today,0.0,Non food poisoning tweet
194,I would get food poisoning the night before my midtermí ½í¸,0.0,Non food poisoning tweet
195,surprised it took this long for my cooking to give myself food poisoning,0.6,Food poisoning tweet
196,Food poisoning sucks. I'm afraid to sneeze.,0.0,Non food poisoning tweet
197,Able to eat rice today! Food poisoning gone. Need to return all my groceries to @WholeFoods. Food poisoning 2x this year. No thanks WF.,0.0,Non food poisoning tweet
198,So happy I'm finally feeling better!  Food poisoning is a bitch! Thanks to my love! he was there all night and day taking care of me!,0.0,Non food poisoning tweet
199,Have to admit! food poisoning has taught me that you have to slow down sometimes. #LifeInTheFastLane #TicketedForSpeeding,0.0,Non food poisoning tweet
